stt,name,name (english),type,address,license no,issue date,phone,fax,website,email
86,CÔNG TY TNHH DU LỊCH VÀ THƯƠNG MẠI TỔNG HỢP KIỀU PHƯƠNG,ORIENTAL BRIDGE GENERAL TRADE & TOURISM COMPANY LIMITED,International Travel,"SỐ 10, NGÁCH 156/14 PHỐ HỒNG MAI",01-150/2020/TCDL-GP LHQT,06/12/2023,902190907,2439760633,www.orientalbridgetravel.com,infoorientalbridgetravel@gmail.com
87,Công ty TNHH Du lịch Ấn tượng Châu Á,TRAVEL SENSE ASIA COMPANY LIMITED,International Travel,SỐ 79A ĐƯỜNG 3,01-153/2014/TCDL-GP LHQT,09/05/2024,(84) 2436 656 656,,travelsense.asia,sales@travelsense.asia
88,CÔNG TY CỔ PHẦN DU LỊCH DỊCH VỤ HÀ NỘI,HA NOI TOURIST SERVICE JOINT STOCK COMPANY,International Travel,"SỐ 273, PHỐ KIM MÃ",01-166/2017/TCDL-GP LHQT,13/09/2024,0243.726.2626 Ext 226,0243.726.2571,www.tosercohanoi.com,tchc.toserco@gmail.com
89,Công ty TNHH Thương mại và Dịch vụ Lữ hành GEM,GEM TRAVEL AND TRADING SERVICE COMPANY LIMITED,International Travel,"37 ngõ 58 Mạc Thị Bưởi, Q. Hai Bà Trưng, Tp. Hà Nội",01-171/2014/TCDL-GP LHQT,31/12/2014,(024) 3993 8155,(024) 3768 9983,http://www.gemtravelvietnam.com,info@gemtravelvietnam.com
90,Công ty TNHH Nam Hùng,NAM HUNG COMPANY LIMITED,International Travel,"SỐ 54C, PHỐ LƯU HỮU PHƯỚC",01-177/2014/TCDL-GP LHQT,13/09/2024,2422131898,,namhungtourist.com,tour-deprt@namhungtourist.com
91,Công ty TNHH Du lịch BNB Việt Nam,BNB VIETNAM TRAVEL COMPANY LIMITED,International Travel,"31 ngách 173/68/41 Hoàng Hoa Thám, Q. Ba Đình, Tp. Hà Nội",01-178/2015/TCDL-GP LHQT,18/09/2015,(024) 3974 7543,(024) 3974 7544,www.bnbvietnam.com,info@bnbvietnam.com
92,CÔNG TY TNHH DU LỊCH VÀ THƯƠNG MẠI VIETLOOK,VIETLOOK TRAVEL AND TRADING COMPANY LIMITED,International Travel,TỔ DÂN PHỐ SỐ 7,01-176/2022/TCDL-GP LHQT,21/06/2024,983393488,,vietlooktravel.com,infovietlooktravel@gmail.com
93,Công ty TNHH Kỳ quan Đông Dương,SLENDORS INDOCHINE COMPANY LIMITED,International Travel,"tổ 27 cụm 5, Q. Thanh Xuân, Tp. Hà Nội",01-234/2014/TCDL-GP LHQT,18/12/2014,(024) 3552 7706,(024) 3552 7707,"www.splendorindochine.com,",info@splendorindochine.com
94,Công ty TNHH Du lịch Đỉnh cao Á Châu,ASIA TOP TRAVEL COMPANY LIMITED,International Travel,"8 ngách 193/30 ngõ 193 Bồ Đề, Q. Long Biên, Tp. Hà Nội",01-226/2014/TCDL-GP LHQT,22/12/2014,(024) 3715 3569,(024) 3715 3570,www.asiatoptravel.com,info@asiatoptravel.com
95,Công ty TNHH Du lịch và Thương mại Tầm nhìn Đông Dương,INDOCHINA VISION TRADING AND TRAVEL COMPANY LIMITED,International Travel,"22 ngách 260/3 Tân Mai tổ 41, Q. Hoàng Mai, Tp. Hà Nội",01-222/2015/TCDL-GP LHQT,30/06/2015,(024) 3661 3286,(024) 3661 3286,,indochinavision@gmail.com
96,CÔNG TY TNHH DU LỊCH TRẦU CAU,BETEL TOURS COMPANY LIMITED,International Travel,"SỐ 21, NGÕ 225 QUAN HOA",01-243/2021/TCDL-GP LHQT,27/12/2019,397419798,2435558440,www.beteltours.com.vn,nhuong@beteltours.com.vn
97,Công ty TNHH Du lịch Tầm nhìn Á Châu,ASIA VIEW TRAVEL COMPANY LIMITED,International Travel,"số 3, ngách 76/7, tập thể điện ảnh quân đội, An Dương, Q. Tây Hồ, Tp. Hà Nội",01-219/2014/TCDL-GP LHQT,18/08/2010,(024) 3715 3818,(024) 3715 3828,www.asiaviewtravel.com,info@asiaviewtravel.com
99,Công ty CP Khách sạn Thắng Lợi,VICTORY HOTEL JOINT STOCK COMPANY,International Travel,"200 Yên Phụ, Q. Tây Hồ, Tp. Hà Nội",01-289/2014/TCDL-GP LHQT,05/11/2014,(024) 3829 4211,(024) 3829 3800,www.thangloihotel.vn,info@thangloihotel.vn
100,CÔNG TY TNHH DU LỊCH TIÊN PHONG Á CHÂU,ASIA PIONEER TRAVEL COMPANY LIMITED,International Travel,"TẦNG 4, SỐ 18 YÊN NINH",01-327/2023/TCDL-GP LHQT,10/02/2023,024 3715 3627,04 3715 3626,www.asiapioneertravel.com,hello@asiapioneertravel.com
101,Công ty TNHH Du lịch VPRO,VPRO TRAVEL COMPANY LIMITED,International Travel,"179B, ngõ 189 Nguyễn Ngọc Vũ, Q. Cầu giấy, Tp. Hà Nội",01-338/2014/TCDL-GP LHQT,31/12/2014,(024) 3558 2460,,,thuthuha_hn@yahoo.com
102,CÔNG TY TNHH THƯƠNG MẠI - DỊCH VỤ - ĐẦU TƯ VIETIN,VIETIN COMMERCE - SERVICES - INVESTMENT COMPANY LIMITED,International Travel,"TẦNG 3, SỐ 34 PHỐ CỬA NAM",01-359/2021/TCDL-GP LHQT,09/12/2024,2439412480,2439412487,www.vietincoseco.vn,coseco.travel@vietinbank.vn
103,Công ty TNHH Du lịch Hành trình Phương Đông,ORIENT JOURNEY TRAVEL COMPANY LIMITED,International Travel,"21 ngách 100/24 ngõ 100, Hoàng Quốc Việt, Q. Cầu Giấy, Tp. Hà Nội",01-354/2014/TCDL-GP LHQT,12/12/2014,(04) 3748 0841,(04) 3748 0842,http://www.hanhtrinhphuongdong.com,info@hanhtrinhphuongdong.com
104,Công ty TNHH Du lịch Đất Lạ,EXOTIC LAND TRAVEL COMPANY LIMITED,International Travel,"4 hẻm 8 ngách 79/15 Tổ 32, Q. Cầu Giấy, Tp. Hà Nội",01-353/2014/TCDL-GP LHQT,31/12/2014,(024) 3767 8994,(024) 3833 9693,www.exoland-travel.com,info@exoland-travel.com
105,Công ty TNHH MTV Đầu tư Thương mại và Du lịch Sao Mai,SAO MAI TOURIST AND TRADING INVESTMENT ONE MEMBER COMPANY LIMITED,International Travel,"110 Cầu giấy, Q. Cầu giấy, Tp. Hà Nội",01-368/2015/TCDL-GP LHQT,30/01/2015,(04) 3833 2951,(04) 3833 3012,www.caugiayhotelhanoi.com.vn,caugiayhotel@vnn.vn
106,Công ty TNHH Du lịch Đường sắt RATRACO,RATRACO RAILWAY TRAVEL COMPANY LIMITED,International Travel,SỐ 95-97 LÊ DUẨN,01-360/2014/TCDL-GP LHQT,12/07/2024,043 9422889,043 9422893,vntour.vn,info@vntour.vn
107,Công ty TNHH Du lịch Quốc tế Bảo Sơn,BAOSON INTERNATIONAL TRAVEL COMPANY LIMITED,International Travel,"50 Nguyễn Chí Thanh, Q. Đống Đa, Tp. Hà Nội",01-370/2015/TCDL-GP LHQT,21/05/2015,(024) 3775 2225,(024) 3835 6488,www.baosontravel.vn,info@baosontravel.vn
108,CÔNG TY TNHH International Travel CHÂN TRỜI VIỆT,HORIZON VIETNAM TRAVEL INTERNATIONAL COMPANY LIMITED,International Travel,"TẦNG 9, TÒA NHÀ AN PHÚ, SỐ 24 HOÀNG QUỐC VIỆT",01-387/2015/TCDL-GP LHQT,25/11/2022,84.2437.938.051,84.2437.921.209,www.horizon-vietnamvoyage.com,info@horizon-vietnamvoyage.com
109,Công ty TNHH Đầu tư Thương mại và Du lịch Hoa Mai,HOA MAI TOURIST AND TRADING INVESTMENT COMPANY LIMITED,International Travel,"9 tổ 77, Q. Cầu giấy, Tp. Hà Nội",01-381/2014/TCDL-GP LHQT,31/12/2014,(024) 3756 7345,(024) 3756 9214,www.hoamaitourist.com,info@hoamaitourist.com
110,CÔNG TY TNHH DU LỊCH VÀ THƯƠNG MẠI QUỐC TẾ PHƯƠNG NAM,PHUONG NAM INTERNATIONAL TOURIST AND TRADING COMPANY LIMITED.,International Travel,"TẦNG 3, TÒA 15 TẦNG, TÒA NHÀ LOCOGI 19, SỐ 25 PHỐ TÂN MAI",01-391/2023/CDLQGVN-GP LHQT,19/03/2025,913267148,,pntrip.vn,gm@pntrip.vn
111,CÔNG TY TNHH DU LỊCH GIA LINH,GIA LINH TRAVEL COMPANY LIMITED,International Travel,"SỐ 4, HẺM 604/33/2 TỔ 22, ĐƯỜNG NGỌC THỤY,",01-399/2021/TCDL-GP LHQT,18/05/2011,0989 205 099,,www.gialinhtravel.com,info@gialinhtravel.com
112,CÔNG TY TNHH DU LỊCH AN BÌNH,AN BINH TRAVEL COMPANY LIMITED,International Travel,"SỐ 4 BIỆT THỰ NHÀ VƯỜN GIAI ĐOẠN 1, KĐT VĨNH HOÀNG, TAM TRINH, P. HOÀNG VĂN THỤ, Q. HOÀNG MAI, THÀNH PHỐ HÀ NỘI",01-1257/2019/TCDL-GP LHQT,23/09/2024,093 427 6968,,https://dulichanbinh.com,manager@anbinhtravel.com
113,Công ty TNHH Du lịch và Dịch vụ Tâm Việt,TAMVIET SERVICES AND TOURIST COMPANY LIMITED,International Travel,"SỐ 6, NGÕ 95/2, PHỐ NAM DƯ, PHƯỜNG LĨNH NAM, QUẬN HOÀNG MAI, THÀNH PHỐ HÀ NỘI, VIỆT NAM",01-402/2020/TCDL-GP LHQT,30/05/2011,(024) 3643 5991,(024) 3643 5933,www.tamtours.vn,vietnam@tamtours.vn
114,Công ty TNHH Du lịch Việt Nam với Bạn,VIET NAM TO YOU TOURISM COMPANY LIMITED,International Travel,"4 ngách 33 ngõ 548 Nguyễn Văn Cừ, Q. Long Biên, Tp. Hà Nội",01-410/2014/TCDL-GP LHQT,18/12/2014,(04) 3872 9346,(04) 3872 9348,www.vntoyou.com,vntoyou@hotmail.com
115,CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ ĐỐI NGOẠI,FOREIGN RELATION SERVICES ONE MEMBER LIMITED LIABILITY COMPANY,International Travel,"SỐ 33, PHỐ PHẠM NGŨ LÃO",01-117/2021/TCDL-GP LHQT,19/02/2024,024 3933 1691,,secovn.com,tchc@dichvudoingoai.vn
116,CÔNG TY TNHH DU LỊCH CHÂU Á VIỆT NAM,ASIA VIETNAM TRAVEL COMPANY LIMITED,International Travel,12 PHỐ LÊ PHỤNG HIỂU,01-421/2023/TCDL-GP LHQT,16/02/2023,024 3734 5429,,,hanhchanhhn@vidotour.com
117,CÔNG TY TNHH DU LỊCH VÀ THƯƠNG MẠI ĐẾN Á CHÂU,GO ASIA TRADING AND TRAVEL COMPANY LIMITED,International Travel,"SỐ 24, NGÁCH 583/29, PHỐ KIM NGƯU",01-425/2014/TCDL-GP LHQT,21/02/2024,2437579169,,www.goasiatravel.com,info@goasiatravel.com
118,Công ty TNHH Du lịch giấc mơ Việt,VIET DREAM TRAVEL COMPANY LIMITED,International Travel,"NHÀ A18, LÔ 10, ĐÔ THỊ MỚI ĐỊNH CÔNG",01-436/2014/TCDL-GP LHQT,15/09/2023,024 39262730,024 39262731,www.dreamtravel.com.vn,info@dreamtravel.com.vn
119,Công ty TNHH Du lịch và Thương mại Đại Dương,OCEAN TRADING AND TOURIST COMPANY LIMITED,International Travel,"82 Mã Mây, Q. Hoàn Kiếm, Tp. Hà Nội",01-433/2015/TCDL-GP LHQT,27/04/2015,(024) 3926 0463,(024) 3926 4865,www.oceantours.com.vn,info@oceantours.com.vn
120,CÔNG TY TNHH DU LỊCH VÀ PHÁT TRIỂN THƯƠNG MẠI Á CHÂU,ASIALAND TRAVEL AND DEVELOPMENT TRADING COMPANY LIMITED,International Travel,"TẦNG 3, SỐ 44, PHỐ TÔN THẤT TÙNG",01-447/2022/TCDL-GP LHQT,18/03/2024,2435746910,2435746904,www.asialandtravel.com.vn,info@asialandtravel.com.vn
121,Công ty TNHH Hành Trình EXOTIC,EXOTIC VOYAGES COMPANY LIMITED,International Travel,"Phòng 226, Khách sạn ATS, 33B Phạm Ngũ Lão",01-448/2022/TCDL-GP LHQT,14/09/2011,0243933 6260,0243933 6261,http://www.exoticvoyages.com,admin@exoticvoyages.com
122,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ PHÁT TRIỂN DỊCH VỤ DU LỊCH TÂN MINH,TAN MINH INVESTMENT TRADING AND TOURISM SERVICES DEVELOPMENT COMPANY LIMITED,International Travel,"TẦNG 7, SỐ 27, PHỐ NGUYỄN TRƯỜNG TỘ, P. NGUYỄN TRUNG TRỰC, Q. BA ĐÌNH, TP. HÀ NỘI, VIỆT NAM",01-451/2019/TCDL-GP LHQT,18/12/2017,024 3926 2005,024 3929 2486,www.rubicontours.com,info@rubicontours.com
123,Công ty TNHH Thiên Đường Đông Dương,INDOCHINA PARADISE COMPANY LIMITED,International Travel,"31 ngách 70 ngõ Thịnh Hào 3, Q. Đống Đa, Tp. Hà Nội",01-463/2015/TCDL-GP LHQT,29/05/2015,(024) 6686 4314,(024) 6656 3577,www.indochinaparadise.com,info@indochinaparadise.com
124,Công ty TNHH TM và DV Du lịch Thuần Việt,ABSOLUTE VIETNAM TRAVEL SERVICE AND TRADING COMPANY LIMITED,International Travel,"1 ngách 324/24 Thụy Khuê, Q. Tây Hồ, Tp. Hà Nội",01-464/2014/TCDL-GP LHQT,12/12/2014,(04) 3759 0594,(04) 3927 5829,www.absolutevietnamtravel.com,info@absolutevietnamtravel.com
125,CÔNG TY TNHH CUSTOM ASIA TRAVEL,CUSTOM ASIA TRAVEL COMPANY LIMITED,International Travel,"SỐ NHÀ 116, NGÁCH 32, NGÕ 76 AN DƯƠNG, P. YÊN PHỤ, Q. TÂY HỒ, TP. HÀ NỘI, VIỆT NAM",01-472/2019/TCDL-GP LHQT,06/01/2012,84.2437.185.750,,www.customasiatravel.com,info@customasiatravel.com
126,CÔNG TY TNHH DỊCH THUẬT VÀ DỊCH VỤ THƯƠNG MẠI S&S,S&S TRANSLATION & TRADING SERVICE ASSOCIATES COMPANY LIMITED,International Travel,"SỐ 446 ĐƯỜNG LA THÀNH, PHƯỜNG Ô CHỢ DỪA, QUẬN ĐỐNG ĐA, THÀNH PHỐ HÀ NỘI, VIỆT NAM",01-478/2014/TCDL-GP LHQT,13/01/2012,(04) 3512 3574,(04) 3512 3571,www.motaiba.com,nguyen@motaiba.com
127,Công ty TNHH Du lịch Đích Thực,TRAVEL AUTHENTIC COMPANY LIMITED,International Travel,"14 Lô 8 Đền Lừ, Q. Hoàng Mai, Tp. Hà Nội",01-481/2014/TCDL-GP LHQT,31/10/2014,(024) 3634 3446,(024) 3634 3447,www.travelauthentic.com,info@travelauthentic.com
128,CÔNG TY TNHH ĐẦU TƯ VÀ DU LỊCH ÂU LẠC,AU LAC TOURS AND INVESTMENT COMPANY LIMTED,International Travel,"SỐ 6, NGÕ 3, ĐƯỜNG PHẠM VĂN ĐỒNG",01-479/2019/TCDL-GP LHQT,21/10/2024,(04) 3992 3778,(04) 3764 8118,aulactravelandtuors.com,aulactours@gmail.com
129,Công ty TNHH Thương mại - Dịch Vụ Du lịch Hoa Sen Hồng Hà Nội,PINK LOTUS TRAVEL HA NOI SERVICES - TRADING COMPANY LIMITED,International Travel,"P15 G19 Thành Công, Q. Ba Đình, Tp. Hà Nội",01-484/2014/TCDL-GP LHQT,12/12/2014,(024) 3773 8527,(024) 3773 8528,www.pinklotustravel.com,plt.hn@pinklotustravel.com
130,Công ty TNHH Một Thành Viên Dịch vụ Du lịch Đại Lục Việt Nam,VIETNAM CONTINENTAL TRAVEL SERVICES ONE MEMBER COMPANY LIMITED,International Travel,"Phòng 509-C2, Tập thể Láng Hạ",01-488/2023/TCDL-GP LHQT,28/03/2023,0903.278.119,,dulichdailuc.com,duong@vietnamcontinental.com.vn
131,CÔNG TY TNHH DU LỊCH HUYỀN THOẠI ĐÔNG DƯƠNG,INDOCHINA LEGEND TRAVEL COMPANY LIMITED,International Travel,"SỐ 4F, PHỐ TRUNG YÊN 1",01-492/2015/TCDL-GP LHQT,06/11/2024,988900722,,http://www.legendtravelgroup.com,info@legendtravelgroup.com
133,CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ VÀ THƯƠNG MẠI DỊCH VỤ VIỆT NAM,VIETNAM TECHNOLOGY DEVELOPMENT AND SERVICES TRADING COMPANY LIMITED,International Travel,"SỐ NHÀ 18, NGÕ 44 ĐƯỜNG QUAN NHÂN",01-503/2014/TCDL-GP LHQT,13/07/2023,385552686,,cellstravel.com,sale@cellstravel.com
134,Công ty TNHH Du lịch Dịch vụ Tiên Phong,TIEN PHONG SERVICES TRAVEL COMPANY LIMITED,International Travel,,01-508/2015/TCDL-GP LHQT,27/05/2015,(024) 6273 2611,(024) 6273 2619,www.tptravel.com.vn,info@tptravel.com.vn
135,Công ty TNHH Du lịch Travelogy Việt Nam,TRAVELOGY VIETNAM TOURIST COMPANY LIMITED,International Travel,,01-509/2014/TCDL-GP LHQT,18/12/2014,(024) 36830 835,(04) 3683 0835,www.travelogyvietnam.com,wecare@travelogyvietnam.com
136,Công ty TNHH MTV Du lịch và Xúc Tiến Đầu Tư,VIETNAM INVESTMENT PROMOTION AND TOURISM ONE MEMBER COMPANY LIMITED,International Travel,"281 Đội Cấn, Q. Ba Đình, Tp. Hà Nội",01-510/2015/TCDL-GP LHQT,09/11/2015,(024) 3832 5126/3832 5131,(024) 3832 5938/3832 5234,www.viptourco.vn,viptour@hn.vnn.vn
137,Công ty TNHH MTV Phát triển Du lịch - Dịch vụ Thanh Niên Việt Nam,VIETNAM YOUTH SERVICE TOURIST DEVELOPMENT ONE MEMBER COMPANY LIMITED,International Travel,"94 ngõ 189 Hoàng Hoa Thám, Q. Ba Đình, Tp. Hà Nội",01-513/2015/TCDL-GP LHQT,07/05/2015,(024) 3722 5742,(024) 3722 5742,www.vietnamyouthtourism.com,dulichthanhnienvn@yahoo.com.vn
138,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DU LỊCH QUỐC TẾ HOÀ BÌNH,HOA BINH INTERNATIONAL TRADING AND TOURISM INVESTMENT COMPANY LIMITED,International Travel,"Số 29 Đoàn Thị Điểm, Phường Ô Chợ Dừa, Thành Phố Hà Nội",01-512/2017/CDLQGVN-GP LHQT,18/08/2025,913311911,,hoabinh-group.com,info@hoabinhtourist.com
139,Công ty TNHH Thương mại và Dịch vụ Fantasea Việt Nam,VIETNAM FANTASEA TRADING AND SERVICE COMPANY LIMITED,International Travel,"131 Phố Huế, Q. Hai Bà Trưng, Tp. Hà Nội",01-515/2014/TCDL-GP LHQT,08/08/2014,(024) 6258 8855,(024) 6258 8800,www.fantasea.vn,sales@fantasea.vn
140,Công ty TNHH Sun Smile Travel Việt Nam,SUN SMILE TRAVEL VIET NAM COMPANY LIMITED,International Travel,"VP SỐ 1, TẦNG 9, SỐ 1 PHẠM HUY THÔNG, PHƯỜNG NGỌC KHÁNH, QUẬN BA ĐÌNH, THÀNH PHỐ HÀ NỘI, VIỆT NAM",01-518/2019/TCDL-GP LHQT,01/08/2012,(024) 3773 9554/53,(024) 3773 9552,www.sunsmiletravel.com.vn,info@sunsmiletravel.com.vn
141,Công ty TNHH VietlandHoliday,VIETLAND HOLIDAY COMPANY LIMITED,International Travel,"TẦNG 7, SỐ 15 PHỐ YÊN LÃNG",01-516/2017/TCDL-GP LHQT,18/09/2023,0988681927/024.62965430,,vietlandholiday.com,travel@vietlandholiday.com
142,Công ty TNHH Tư vấn và Du lịch Sếu Đỏ,RED CRANE TRAVEL AND CONSULTING COMPANY LIMITED,International Travel,"31M ngách 21 ngõ 401 Xuân Đỉnh, Q. Bắc Từ Liêm, Tp. Hà Nội",01-521/2014/TCDL-GP LHQT,30/01/2014,(024) 3750 2823,(024) 3750 2822,,info@redcranetravel.com
143,Công ty TNHH Đầu tư và Du lịch Lữ hành Asia Master,"ASIA MASTER TRAVEL AND INVESTMENT CO.,LTD",International Travel,"Nhà C3 - Lô C8, Đô thị Đại Kim, Q. Hoàng Mai, TP Hà Nội",01-525/2015/TCDL-GP LHQT,27/04/2015,(024) 2225 0531 / (024) 6282 3918,(024) 2225 0531,www.asiamastertravel.ru,sales@asiamastertravel.ru
144,Công ty TNHH Hoàng Trương Mỹ Hoa,HOANG TRUONG MY HOA COMPANY LIMITED,International Travel,"Lô A, X1-Số 2 Lô A-X1 Khu Tái Định Cư, Đình Thôn, Q. Nam Từ Liêm, Tp. Hà Nội",01-529/2014/TCDL-GP LHQT,31/12/2014,(024) 3785 6296 / (024) 3785 6297,(024) 3785 8533,www.myhoahotels.com,sales.myhoahotel@gmail.com
145,Công ty TNHH MTV Du lịch và Thương Mại Đại Gia,DAI GIA TRADING AND TOURISM ONE MEMBER COMPANY LIMITED,International Travel,"Số 22 Thiên Đức, Tt. Yên Viên, H. Gia Lâm, Tp. Hà Nội",01-528/2016/TCDL-GP LHQT,16/05/2016,(024) 2211 1758,(024) 3773 5497,www.thanglongtourist.com.vn,info@hottrip.vn
146,Công ty TNHH Du lịch Dịch vụ Arirang,ARIRANG TOUR SERVICE COMPANY LIMITED,International Travel,"1 Đinh Lễ, Q. Hoàn Kiếm, Tp. Hà Nội",01-530/2014/TCDL-GP LHQT,31/12/2014,(024) 3939 3708,(024) 3939 3709,,arirangvietnam@gmail.com
147,CÔNG TY TNHH THƯƠNG MẠI F.C VIỆT NAM,F.C VIET NAM COMPANY LIMITED,International Travel,"HS05 - 06, ĐÔ THỊ SINH THÁI VINHOMES RIVERSIDE, P. PHÚC LỢI, Q. LONG BIÊN, TP. HÀ NỘI, VIỆT NAM",01-533/2019/CDLQGVN-GP LHQT,11/09/2012,024 3573 7778,024 3573 7779,fcvietnam.vn,fcvietnam@fpt.vn
148,Công ty TNHH Du lịch F5 Việt Nam,F5 VIETNAM TRAVEL COMPANY LIMITED,International Travel,,01-562/2015/TCDL-GP LHQT,17/02/2025,(024) 3761 7620,(024) 3761 7619,www.f5travel.com,info@f5travel.com.vn
149,Công ty TNHH Du lịch và Thương mại Sang Trọng,LUXURY TRADING AND TOURISM COMPANY LIMITED,International Travel,Số 190 Hào Nam,01-2222/2022/TCDL-GP LHQT,01/02/2024,024.3512 3961,,luxurytour.info,sangtrong0712@gmail.com
150,Công ty TNHH Dịch Thuật - Thương mại và Du lịch Tre Việt,TREVIET TRANSLATION - TRADE AND TOURIST COMPANY LIMITED,International Travel,"14 tổ 11, Q. Cầu Giấy, Tp. Hà Nội",01-567/2015/TCDL-GP LHQT,30/01/2015,(04) 3784 3989,(04) 3784 3989,www.treviettours.com,treviettour@yahoo.com
151,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH SẮC MÀU VIỆT NAM,VIET NAM COLOUR TRADING AND TOURISM COMPANY LIMITED,International Travel,"SỐ 7, HẺM 44/58/11, PHỐ ĐỨC GIANG",01-574/2013/TCDL-GP LHQT,18/11/2024,2466871862,,www.vietnamevasion.com,info@vietnamevasion.com
152,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ DU LỊCH T.O.P VIỆT NAM,T.O.P VIET NAM TRADING SERVICE AND TRAVEL COMPANY LIMITED,International Travel,"TẦNG 12, TÒA NHÀ SUDICO, KHU ĐÔ THỊ MỸ ĐÌNH – MỄ TRÌ, PHƯỜNG MỸ ĐÌNH I, QUẬN NAM TỪ LIÊM, THÀNH PHỐ HÀ NỘI",01-579/2023/TCDL-GP LHQT,19/05/2023,(024) 6682 1677,,,toptravelvnhn@gmail.com
153,Công ty TNHH MTV Dịch vụ và Thương Mại VCCI,VCCI TRADE & SERVICE ONE MEMBER COMPANY LIMITED,International Travel,"33 Bà Triệu, Q. Hoàn Kiếm, Tp. Hà Nội",01-580/2014/TCDL-GP LHQT,31/12/2014,(024) 3934 4181,(024) 3826 6649,,tsc-vcci@vnn.vn
154,Công ty TNHH Indochina Thăng Long Tourist & Trade,INDOCHINA THANG LONG TOURIST & TRADE COMPANY LIMITED,International Travel,"34 Nguyễn Khoái, Q. Hai Bà Trưng, Tp. Hà Nội",01-584/2015/TCDL-GP LHQT,18/08/2015,(024) 3728 6398,(024) 3984 6278,www.indochinathanglong.com,indochinathanglong@gmail.com
155,CÔNG TY TNHH DU LỊCH VICTORIA,VICTORIA TOUR COMPANY LIMITED,International Travel,,01-587/2023/TCDL-GP LHQT,18/05/2023,985093119,,victoriatour.com.vn,info@victoriatour.com.vn
156,Công ty TNHH Dịch vụ - Vận tải và International Travel Coach,COACH SERVICES - TRANSPORT AND INTERNATIONAL TRAVEL COMPANY LIMITED,International Travel,"25 ngách 38 ngõ 342 Hồ Tùng Mậu, Q. Nam Từ Liêm, Tp. Hà Nội",01-588/2015/TCDL-GP LHQT,02/07/2015,(024) 3756 5045 / 0919 066 083,(024) 3756 5045,,tourcoach2013@vnn.vn
157,CÔNG TY CỔ PHẦN DU LỊCH BƯU ĐIỆN,POSTS AND TELECOMMUNICATIONS TOURISM JOINT STOCK COMPANY,International Travel,"TẦNG 3, TÒA B, KHÁCH SẠN THỂ THAO, SỐ 15 LÊ VĂN THIÊM, PHƯỜNG NHÂN CHÍNH, QUẬN THANH XUÂN, THÀNH PHỐ HÀ NỘI",01-352/2023/TCDL-GP LHQT,17/04/2023,24.37763045,24.37763047,dulichbuudien.com.vn,admin@pttour.com.vn
158,Công ty CP Thương mại và Du lịch SIS Việt Nam,SIS VIET NAM TRADE & TOURISM JOINT STOCK COMPANY,International Travel,"37 ngõ 67 Thái Thịnh, Q. Đống Đa, Tp. Hà Nội",01-142/2014/TCDL-GP LHQT,31/12/2014,(024) 3562 2733,(024) 3853 7920,,www.sisterstoursvn.com
160,CÔNG TY CỔ PHẦN DU LỊCH VÀ HỘI CHỢ THƯƠNG MẠI HÀ NỘI,HANOI TRADE FAIR AND TOURISM JOINT STOCK COMPANY,International Travel,"PHÒNG 23, TẦNG 11, TOÀ C2, SỐ 119 ĐƯỜNG TRẦN DUY HƯNG",01-078/2023/TCDL-GP LHQT,25/10/2024,0913 230 677,,www.hanoifairtours.com,info@hanoifairtours.com
161,CÔNG TY CỔ PHẦN DU LỊCH VÀ THƯƠNG MẠI - VINACOMIN,VINACOMIN - TOURISM & TRADING JOINT STOCK COMPANY,International Travel,"Tầng 8, Tòa nhà Việt Á, phố Duy Tân, Phường Cầu Giấy, Thành phố Hà Nội",01-032/2022/CDLQGVN-GP LHQT,22/08/2025,2435180079,,www.vttctravel.vn,vttc@vttc.net.vn
162,Công ty CP Đầu tư Thương mại và Dịch vụ Du lịch Quốc tế Xanh,GREEN INTERNATIONAL TOURISM SERVICES AND COMMERCIAL JOINT STOCK COMPANY,International Travel,"Số 6, Lô A Thành Công, Phường Thành Công, Quận Ba Đình, Thành phố Hà Nội, Việt Nam",01-414/2017/TCDL-GP LHQT,17/05/2017,(024) 3846 5999,(024) 3726 0530,www.greentour.com.vn,customer@greentours.com.vn
163,Công ty CP Thương mại và Du lịch Việt Âu,VIET AU TRAVEL AND TRADING JOINT STOCK COMPANY,International Travel,"P.303 A12 TT Văn phòng Chính phủ, Q.Đống Đa, Tp. Hà Nội",01-087/2015/TCDL-GP LHQT,12/02/2015,(024) 3576 0868,(024) 3577 0965,www.evitco.com,info@evitco.com
164,CÔNG TY CỔ PHẦN DU LỊCH HOÀNG NGUYÊN,HOANG NGUYEN TOURIST JOINT STOCK COMPANY,International Travel,"TẦNG 7, TOÀ NHÀ SÔNG ĐÀ, ĐƯỜNG PHẠM HÙNG",01-316/2014/TCDL-GP LHQT,11/03/2024,0243 7950798/99,0243 7950797,dulichhoangnguyen.com,info@hoangnguyentourist.com.vn
